samolot;data;trasa;premier
EMB;01.12.2013;GDN-WAW;PDT
EMB;04.12.2013;KTW-WAW;PDT
EMB;09.12.2013;WAW-GDN-POZ-WAW;PDT
EMB;20.12.2013;WAW-BRU-WAW;PDT
EMB;22.12.2013;WAW-KRK-GDN-WAW;PDT
EMB;28.12.2013;WAW-KRK-GDN;PDT
EMB;30.01.2014;WAW-BUD-BRU-Paryż -WAW;PDT
EMB;31.01.2014;WAW-Berlin-Oxfordshire-WAW;PDT
EMB;03.02.2014;WAW-GDN-TLL-Sztokholm-HEL-WAW;PDT
EMB;06.02.2014;WAW-KIV-WAW;PDT
EMB;16.02.2014;WAW-WRO, KRK-WAW;PDT
W-3;16.02.2014;Opole-Zakopane-EPKK;PDT
EMB;21.02.2014;WAW-RZE-WAW;PDT
EMB;07.03.2014;WAW-BRU-DUB-GDN-WAW;PDT
EMB;08.03.2014;GDN-KRK-GDN-WAW;PDT
EMB;10.03.2014;GDN-WAW;PDT
EMB;21.03.2014;WAW-BRU-WAW;PDT
EMB;26.03.2014;WAW-GDN-WAW;PDT
EMB;28.03.2014;WAW-KIV-WAW;PDT
EMB;29.03.2014;WAW-KTW WAW;PDT
EMB;30.03.2014;WAW-RZE-WAW;PDT
EMB;02.04.2014;WAW-BRU-WAW;PDT
W3;06.04.2014;EPGD- Bartoszyce-EPGD;PDT
EMB;09.04.2014;WAW-KRK-WAW;PDT
EMB;10.04.2014;WAW-GDN-WAW;PDT
EMB;11.04.2014;WAW-KRK-GDN-WAW;PDT
CASA;14.04.2014;WAW-Łask-WAW;PDT
EMB;17.04.2014;WAW-KTW WAW;PDT
EMB;24.04.2014;WAW-BRU-Paryż-WAW;PDT
EMB;25.04.2014;WAW-POZ-Berlin-GDN-WAW;PDT
EMB;27.04.2014;WAW-Rzym-WAW;PDT
EMB;30.04.2014;WAW-MAD-WAW;PDT
EMB;07.05.2014;WAW-KTW-WAW;PDT
EMB;15.05.2014;WAW-BTS-KRK-WAW;PDT
EMB;16.05.2014;WAW-RZE-WAW;PDT
EMB;19.05.2014;WAW-Neapol, Rzym-WAW;PDT
EMB;21.05.2014;WAW-BRU-WAW;PDT
EMB;23.05.2014;WAW-SZZ, IEG-WRO-KTW-GDN-WAW;PDT
EMB;28.05.2014;WAW-BRU-SZZ;PDT
EMB;28.05.2014;SZZ-WAW;PDT
EMB;29.05.2014;WAW-WRO-WAW;PDT
EMB;05.06.2014;WAW-KTW-WRO-WAW;PDT
EMB;23.06.2014;WAW-GDN-WAW;PDT
EMB;24.06.2014;WAW-BUD-WAW;PDT
EMB;27.06.2014;WAW-Kortrijk-BRU-WAW;PDT
EMB;10.07.2014;WAW Berlin WAW;PDT
EMB;17.07.2014;WAW-BRU-WAW;PDT
EMB;31.08.2014;WAW-BRU-GDN-WAW;PDT
EMB;01.09.2014;GDN-WAW;PDT
W3;01.09.2014;Ostrowiec Św- EPWA;PDT
EMB;05.09.2014;WAW-KTW WAW;PDT
EMB;06.10.2014;WAW-Bruksela-WAW;PEK
EMB;07.10.2014;WAW-KTW-WAW;PEK
EMB;10.10.2014;WAW-Berlin-Paryż-WAW;PEK
EMB;17.10.2014;WAW-Mediolan-WAW;PEK
EMB;24.10.2014;WAW-Bruksela-WAW;PEK
EMB;30.10.2014;WAW-IEG-WRO-WAW;PEK
EMB;03.11.2014;WAW-WRO-KTW-WAW;PEK
EMB;20.11.2014;WAW-WRO-WAW;PEK
EMB;02.12.2014;WAW-PRG-WAW;PEK
W3;04.12.2014;EPWA-EPKT;PEK
EMB;04.12.2014;KTW-WAW;PEK
EMB;09.12.2014;WAW-BTS-WAW/KRK;PEK
EMB;19.12.2014;WAW-Bruksela-WAW;PEK
EMB;11.01.2015;WAW-Paryż-WAW;PEK
EMB;13.01.2015;WAW-KTW-WAW;PEK
EMB;17.01.2015;KTW-WAW;PEK
EMB;19.01.2015;WAW-Kijów-WAW;PEK
EMB;30.01.2015;WAW-Paryż-WAW;PEK
EMB;13.02.2015;WAW-Bruksela-WAW;PEK
EMB;16.02.2015;WAW-LUZ-WAW;PEK
EMB;05.03.2015;WAW-POZ-WAW;PEK
EMB;20.03.2015;WAW-Bruksela-WAW;PEK
W3;10.04.2015;EPWA-EPGD;PEK
EMB;20.04.2015;WAW-Bolonia-PRG-WAW;PEK
EMB;23.04.2015;WAW-Bruksela-WAW;PEK
EMB;29.04.2015;WAW-KRK-WAW;PEK
EMB;08.05.2015;GDN-WAW;PEK
EMB;13.05.2015;WAW-GDN-WAW;PEK
W3;18.05.2015;EPWR-Bogatynia-EPWR;PEK
EMB;18.05.2015;WAW-WRO-WAW;PEK
EMB;21.05.2015;WAW-KTW-RIX-WAW;PEK
EMB;11.06.2015;WAW-Bruksela-WAW;PEK
EMB;12.06.2015;WAW-Rzym-WAW;PEK
EMB;19.06.2015;WAW-BTS-WAW;PEK
EMB;26.06.2015;WAW-Bruksela-WAW;PEK
CASA;03.07.2015;WAW-KTW-WAW;PEK
EMB;16.07.2015;WAW-MAD-WAW;PEK
W3;24.08.2015;EPWA-Warka-EPWA;PEK
EMB;03.09.2015;WAW-KTW-WAW;PEK
EMB;04.09.2015;WAW-GDN-PRG-WAW;PEK
EMB;10.09.2015;WAW-KRK-WAW;PEK
EMB;17.09.2015;WAW-Kijów-WAW;PEK
EMB;24.09.2015;WAW-Bruksela-WAW;PEK
EMB;25.09.2015;WAW-GDN-WAW;PEK
EMB;08.10.2015;WAW-GLS-WAW;PEK
EMB;15.10.2015;WAW-Bruksela-WAW;PEK
W3;23.10.2015;EPWA-EPKA-EPWA;PEK
EMB-175;15.12.2017;WAW-BRU-WAW;PMM
EMB-175;17.12.2017;WAW-GDN-SZZ-WAW;PMM
EMB-175;18.12.2017;WAW-KRK-WAW;PMM
EMB-175;21.12.2017;WAW-KTW-WAW;PMM
EMB-175;23.12.2017;WAW-WRO-WAW;PMM
EMB-175;03.01.2018;WAW-BUD-WAW;PMM
EMB-175;10.01.2018;WAW-BRU-WAW;PMM
EMB-175;26.01.2018;WAW-ZRH-BUD-WRO-WAW;PMM
CASA;26.01.2018;EPWR-EPWA;PMM
EMB-175;27.01.2018;WAW-KRK-WAW;PMM
EMB-175;02.02.2018;WAW-RZE-WAW;PMM
EMB-175;09.02.2018;WAW-SZY-WAW;PMM
EMB-175;11.02.2018;WAW-LUZ-WAW;PMM
EMB-175;13.02.2018;WAW-BEY-WAW;PMM
EMB-175;16.02.2018;WAW-TXL-WAW;PMM
EMB-175;17.02.2018;WAW-MUC-WRO-WAW;PMM
EMB-175;18.02.2018;WAW-KRK-WAW;PMM
EMB-175;23.02.2018;WAW-BRU-WAW;PMM
EMB-175;27.02.2018;WAW-POZ-WAW;PMM
EMB-175;09.03.2018;WAW-BRU-VNO-WAW;PMM
EMB-175;14.03.2018;WAW-WRO-WAW;PMM
EMB-175;18.03.2018;WAW-KTW-WAW;PMM
EMB-175;21.03.2018;WAW-RZE-WAW;PMM
EMB-175;23.03.2018;WAW-BRU-WAW;PMM
EMB-175;29.03.2018;WAW-SZY-WAW;PMM
CASA;30.03.2018;EPWA-EPWR-EPWA;PMM
EMB-175;06.04.2018;WAW-BUD-WAW;PMM
EMB-175;15.04.2018;WAW-KRK-WAW;PMM
EMB-175;18.04.2018;WAW-WRO-KRK-WAW;PMM
CASA;28.04.2018;EPWA-EPZG-EPOK-EPWA;PMM
EMB-175;02.05.2018;WAW-RZE-WAW;PMM
CASA;03.05.2018;EPWA-EPOK;PMM
EMB-175;05.05.2018;WAW-KTW-WAW;PMM
CASA;05.05.2018;EPOK-EPWA;PMM
EMB-175;15.05.2018;WAW-KTW-WAW;PMM
EMB-175;17.05.2018;WAW-SOF-WAW;PMM
EMB-175;20.05.2018;WAW-GDN-WAW;PMM
EMB-175;23.05.2018;WAW-WRO-WAW;PMM
EMB-175;26.05.2018;LUZ-WRO;PMM
EMB-175;30.05.2018;WAW-RZE-WAW;PMM
EMB-175;02.06.2018;WAW-SZZ-WRO-WAW;PMM
EMB-175;03.06.2018;WAW-PLQ-TLL-WAW;PMM
EMB-175;04.06.2018;WAW-CIA-WAW;PMM
EMB-175;09.06.2018;WAW-WRO-WAW;PMM
EMB-175;13.06.2018;WAW-KRK-WAW;PMM
EMB-175;16.06.2018;WAW-SZZ-WMI;PMM
CASA;18.06.2018;EPWA-EPKK-EPWA;PMM
EMB-175;19.06.2018;WAW-TXL-WAW;PMM
EMB-175;21.06.2018;WAW-BUD-WAW;PMM
CASA;22.06.2018;EPWA-EPWR-EPWA;PMM
CASA;25.06.2018;EPWA-EPOK-EPRA;PMM
EMB-175;29.06.2018;WAW-BRU-WAW;PMM
EMB-175;30.06.2018;WAW-BZG-RZE-WAW;PMM
EMB-175;04.07.2018;WAW-SXB-WAW;PMM
EMB-175;06.07.2018;WAW-KLV-WAW;PMM
EMB-175;06.07.2018;WAW-GDN;PMM
CASA;08.07.2018;EPGD-EPKT;PMM
CASA;09.07.2018;EPWR-EPWA;PMM
EMB-175;10.07.2018;WAW-LTN-WAW;PMM
EMB-175;13.07.2018;WAW-SZY-WAW;PMM
CASA;15.07.2018;EPOK-EPLB-EPOK;PMM
CASA;16.07.2018;EPOK-EPWA;PMM
EMB-175;18.07.2018;BZG-KRK-WAW;PMM
CASA;23.07.2018;EPOK-EPWA;PMM
CASA;27.07.2018;EPWA-EPPO;PMM
EMB-175;31.07.2018;WAW-IEG-WAW;PMM
EMB-175;04.08.2018;GDN-KRK-GDN;PMM
Gulfstream G-550;06.08.2018;EPOK-EPSC-EPKK-EPOK;PMM
EMB-175;10.08.2018;GDN-WAW-GDN;PMM
EMB-175;15.08.2018;WAW-RIX-WAW;PMM
EMB-175;15.08.2018;GDN-WAW-GDN;PMM
Gulfstream G-550;17.08.2018;EPOK-EPWA-EPOK;PMM
Gulfstream G-550;19.08.2018;EPOK-EPWA, EPKK-EPWA;PMM
Gulfstream G-550;23.08.2018;EPWA-EPBY;PMM
CASA;27.08.2018;EPGD-EPWA;PMM
EMB-175;29.08.2018;WAW-SZZ-WAW;PMM
Gulfstream G-550;31.08.2018;EPWA-EPGD;PMM
CASA;01.09.2018;EPGD-EPWA;PMM
EMB-175;03.09.2018;WAW-KTW-WAW;PMM
EMB-175;06.09.2018;WAW-KRK, KTW-WAW;PMM
Gulfstream G-550;08.09.2018;EPWA-EPWR;PMM
W-3 Sokół;08.09.2018;EPWR-Kłodzko (JW.)-EPWR;PMM
Gulfstream G-550;13.09.2018;EPWA-EPPO;PMM
EMB-175;14.09.2018;POZ-KRK-WAW;PMM
EMB-175;15.09.2018;WAW-IEG;PMM
EMB-175;16.09.2018;SZZ-WAW;PMM
EMB-175;17.09.2018;WAW-SZZ-WAW;PMM
EMB-175;18.09.2018;WAW-OTP-KRK-WAW;PMM
EMB-175;18.09.2018;KRK-WAW;PMM
EMB-175;20.09.2018;KTW-LNZ-WAW;PMM
EMB-175;19.09.2018;WAW-KTW;PMM
Śmigłowiec W-3;21.09.2018;EPWA-Ostróda-EPWA;PMM
Gulfstream G-550;23.09.2018;EPWA-EPLU;PMM
W-3 Sokół;27.09.2018;EPWA-EPKA-EPWA;PMM
EMB-175;28.09.2018;WAW-POZ-WAW;PMM
Gulfstream G-550;30.09.2018;EPWR-EPBY;PMM
Gulfstream G-550;01.10.2018;EPWA-EPLB;PMM
EMB-175;01.10.2018;LUZ-WAW;PMM
Gulfstream G-550;05.10.2018;EPWA-KTEB-EPWA;PMM
Śmigłowiec W-3;05.10.2018;EPWA-Białystok (aeroklub)-EPWA;PMM
Gulfstream G-550;06.10.2018;EPWA-EPLB;PMM
Gulfstream G-550;07.10.2018;EPWA-EPRZ-EPWA;PMM
Gulfstream G-550;09.10.2018;EPWA-EPKK-EPWA;PMM
Śmigłowiec W-3;10.10.2018;EPWA-Białystok (aeroklub);PMM
EMB-175;12.10.2018;WAW-POZ;PMM
Śmigłowiec W-3;12.10.2018;EPPO-EPRU;PMM
EMB-175;14.10.2018;WAW-KTW, KRK-WAW;PMM
EMB-175;19.10.2018;WAW-BRU-WMI;PMM
Gulfstream G-550;20.10.2018;EPWA-EPWR-EPWA;PMM
EMB-175;25.10.2018;WAW-KRK-WAW;PMM
EMB-175;27.10.2018;WAW-PRG-LUZ-WAW;PMM
Gulfstream G-550;29.10.2018;EPWA-EPKK-EPWA;PMM
EMB-175;30.10.2018;WAW-BZG;PMM
Gulfstream G-550;31.10.2018;EPWA-EPKK-EPKT-EPWA;PMM
EMB-175;12.11.2018;KTW-WAW;PMM
CASA;13.11.2018;EPKK-EPCE-EPWA;PMM
EMB-175;13.11.2018;WAW-KTW;PMM
EMB-175;14.11.2018;WAW-GDN-WAW;PMM
EMB-175;15.11.2018;WAW-PRG-WAW;PMM
EMB-175;16.11.2018;WAW-RZE-WAW;PMM
EMB-175;17.11.2018;WAW-HAM-WAW;PMM
Gulfstream G-550;18.11.2018;EPWA-EPKK-EPWA;PMM
EMB-175;25.11.2018;WRO-BRU-WAW;PMM
EMB-175;29.11.2018;WAW-BTS-WAW;PMM
Śmigłowiec W-3;30.11.2018;EPWA-EPKT-EPWA;PMM
EMB-175;04.12.2018;WAW-KTW-WAW;PMM
EMB-175;14.12.2018;WAW-BRU-WAW;PMM
EMB-175;16.12.2018;WAW-KTW-WAW;PMM
CASA;17.12.2018;EPWA-EPCE;PMM
EMB-175;18.12.2018;GDN-VIE-KRK-WAW;PMM
Gulfstream G-550;18.12.2018;EPKK-EPWA;PMM
Gulfstream G-550;20.12.2018;EPWA-EGSS-EPWA;PMM
Gulfstream G-550;21.12.2018;EPWA-EPWR-EPWA;PMM
EMB-175;21.12.2018;WAW-KTW-WAW;PMM
Gulfstream G-550;27.12.2018;EPWA-EPPO-EPWA;PMM
EMB-175;18.01.2019;WAW-WRO-KRK-WAW;PMM
Gulfstream G-550;19.01.2019;EPWA-EPGD-EPWA;PMM
EMB-175;20.01.2019;WAW-KRK-WAW;PMM
EMB-175;24.01.2019;WAW-ZRH-WAW;PMM
EMB-175;25.01.2019;WAW-RZE-WAW;PMM
EMB-175;27.01.2019;WAW-KRK-WAW;PMM
EMB-175;31.01.2019;WAW-WRO-WAW;PMM
EMB-175;07.02.2019;WAW-BTS-WAW;PMM
CASA;09.02.2019;EPWA-EPRZ-EPWA;PMM
Śmigłowiec W-3;09.02.2019;EPRZ-Huwniki-EPRZ;PMM
Gulfstream G-550;18.02.2019;EPKK-EPWA;PMM
Gulfstream G-550;25.02.2019;EPWA-HESH-EPWA;PMM
Śmigłowiec W-3;28.02.2019;EPWA-Gołdap-EPSY-EPWA;PMM
EMB-175;02.03.2019;WAW-RZE-WAW;PMM
EMB-175;03.03.2019;WAW-KTW-WAW;PMM
G-550;09.03.2019;EPWA-EPRZ-EPWA;PMM
EMB-175;15.03.2019;WAW-BUD-WAW;PMM
EMB-175;16.03.2019;WAW-KTW-WAW;PMM
EMB-175;18.03.2019;WAW-KRK-WAW;PMM
EMB-175;22.03.2019;WAW-BRU-WRO-WAW;PMM
Gulfstream G-550;23.03.2019;EPWR-EPWA;PMM
Gulfstream G-550;30.03.2019;EPWA-EPGD-EPWA;PMM
EMB-175;05.04.2019;WAW-SQQ, PLQ-WAW;PMM
EMB-175;11.04.2019;WAW-BRU-WAW;PMM
EMB-175;12.04.2019;WAW-DBV-WAW;PMM
EMB-175;15.04.2019;WAW-BRU-WAW;PMM
Gulfstream G-550;18.04.2019;EPWA-KMDW-KTEB-EPKK;PMM
CASA;18.04.2019;EPKK-EPWA;PMM
EMB-175;25.04.2019;WAW-BTS-WAW;PMM
EMB-175;24.04.2019;WAW-SZZ-WAW;PMM
Gulfstream G-550;26.04.2019;EPWA-EPLB-EPWA;PMM
EMB-175;27.04.2019;WAW-POZ-WAW;PMM
Gulfstream G-550;02.05.2019;EPWA-EPSC-EPWA;PMM
W3;05.05.2019;EPWA-Nadroże-EPWA;PMM
EMB-175;09.05.2019;WAW-SBZ-WAW;PMM
EMB-175;12.05.2019;WAW-BZG, WAW-SZZ-LCJ;PMM
EMB-175;16.05.2019;WAW-BRU-WAW;PMM
EMB-175;18.05.2019;WAW-KTW;PMM
Gulfstream G-550;20.05.2019;EPWA-EPZG-EPWA;PMM
CASA;24.05.2019;EPRZ-EPWA;PMM
EMB-175;29.05.2019;WAW-BRU-WAW;PMM
EMB-175;31.05.2019;WAW-KRK-WAW;PMM
EMB-175;05.06.2019;WAW-SOU-WAW;PMM
EMB-175;12.06.2019;WAW-WRO-WAW;PMM
EMB-175;13.06.2019;WAW-BUD-WAW;PMM
CASA;18.06.2019;EPKK-EPWA;PMM
EMB-175;18.06.2019;WAW-KRK;PMM
EMB-175;19.06.2019;WAW-LUZ-WAW;PMM
EMB-175;21.06.2019;WAW-BRU-WAW;PMM
EMB-175;24.06.2019;GDN-DRS-WAW;PMM
Gulfstream G-550;24.06.2019;EPWA-EPOK;PMM
EMB-175;27.06.2019;WAW-SZZ-WAW;PMM
EMB-175;28.06.2019;WAW-WRO;PMM
EMB-175;28.06.2019;WRO-PRG-WAW;PMM
EMB-175;29.06.2019;WAW-BZG-WAW;PMM
CASA;30.06.2019;EPWA-EPLB-EPWA;PMM
EMB-175;05.07.2019;WAW-POZ-KTW-WAW;PMM
EMB-175;07.07.2019;KTW-GDN;PMM
EMB-175;08.07.2019;WAW-KRK-WAW;PMM
CASA;08.07.2019;EPGD-EPWA;PMM
CASA;12.07.2019;EPWA-EPOK;PMM
CASA;15.07.2019;EPOK-EPKT-EPOK-EPWA;PMM
EMB-175;18.07.2019;WAW-KRK-WAW;PMM
CASA;19.07.2019;EPWA-EPOK;PMM
CASA;21.07.2019;EPOK-EPKT;PMM
W-3 Sokół;26.07.2019;EPWR-EPWC-EPWR;PMM
CASA;26.07.2019;EPWA-EPOK;PMM
EMB-175;26.07.2019;WAW-WRO-WAW;PMM
CASA;29.07.2019;EPOK-EPWA;PMM
Gulfstream G-550;02.08.2019;EPWA-EPKT;PMM
EMB-175;05.08.2019;WAW-KTW-WAW;PMM
